FCS,HDDS,rCSI,HHS
0.1060344,0.871569239,-0.584844622,-0.764119266
-0.710487564,-0.930184781,0.16493982,1.975186829
-0.166139588,0.270984566,-0.209952401,-0.764119266
0.015309737,0.270984566,-0.584844622,-0.764119266
-0.347588914,-0.329600108,-0.959736843,-0.764119266
0.378208387,-0.329600108,1.039688336,1.062084797
-0.937299221,-0.930184781,1.539544631,1.975186829
-0.710487564,-0.329600108,-0.459880548,-0.764119266
-0.075414926,0.270984566,-1.334629065,-0.764119266
-0.075414926,0.871569239,0.289903894,-0.764119266
-0.619762901,-0.329600108,-1.334629065,-0.764119266
-0.982661552,-0.329600108,0.16493982,-0.764119266
-0.529038239,-0.329600108,0.039975747,0.148982766
-0.710487564,-0.329600108,-0.334916475,-0.764119266
0.1060344,0.270984566,0.16493982,-0.764119266
-0.347588914,-0.329600108,-1.084700917,-0.764119266
0.287483725,-0.329600108,0.16493982,0.148982766
-0.347588914,-0.329600108,2.664221295,1.062084797
-1.209473209,-2.731938801,1.289616484,1.975186829
-0.438313576,-0.930184781,-0.209952401,0.148982766
-0.166139588,-0.329600108,-0.209952401,-0.764119266
0.1060344,0.270984566,-1.084700917,-0.764119266
-0.619762901,0.270984566,-0.209952401,-0.764119266
-0.256864251,0.871569239,-0.83477277,-0.764119266
1.376179676,1.472153912,-1.084700917,-0.764119266
0.46893305,0.270984566,-0.209952401,-0.764119266
-0.166139588,-0.329600108,-0.334916475,-0.764119266
3.190672929,0.270984566,-1.334629065,-0.764119266
1.013281026,0.871569239,-1.334629065,-0.764119266
-0.075414926,-0.329600108,-0.584844622,-0.764119266
0.46893305,0.871569239,-0.209952401,-0.764119266
0.196759062,0.871569239,-0.334916475,-0.764119266
1.194730351,-0.329600108,-0.459880548,-0.764119266
-0.075414926,0.871569239,2.414293148,-0.764119266
-0.801212227,-0.329600108,0.16493982,1.975186829
0.46893305,-0.329600108,-0.959736843,-0.764119266
1.104005688,-0.329600108,0.664796115,1.975186829
-0.256864251,0.270984566,-1.084700917,1.062084797
-0.982661552,0.270984566,0.414867968,-0.764119266
-0.347588914,0.871569239,-0.459880548,-0.764119266
-0.982661552,-0.930184781,-0.459880548,-0.764119266
-0.619762901,-0.329600108,-0.709808696,0.148982766
-0.347588914,-0.329600108,-0.83477277,-0.764119266
-1.028023883,-2.131354128,1.289616484,1.975186829
1.013281026,0.270984566,-0.459880548,-0.764119266
-0.21150192,0.270984566,-0.334916475,1.062084797
1.104005688,0.871569239,-0.83477277,-0.764119266
-0.347588914,0.270984566,0.039975747,-0.764119266
-0.438313576,0.270984566,-0.459880548,-0.764119266
0.831831701,-0.329600108,0.539832042,0.148982766
0.741107038,2.673323259,-0.83477277,-0.764119266
-1.345560202,-2.731938801,2.789185369,1.975186829
0.287483725,0.270984566,-1.334629065,-0.764119266
-0.529038239,-0.930184781,0.789760189,-0.764119266
0.378208387,0.871569239,-1.084700917,0.148982766
0.196759062,-0.329600108,-0.459880548,0.148982766
-0.710487564,-0.930184781,0.914724263,1.975186829
-0.529038239,-0.329600108,0.664796115,1.062084797
-1.028023883,-0.930184781,-0.83477277,-0.764119266
-0.438313576,0.871569239,-0.83477277,0.148982766
-0.166139588,0.871569239,0.039975747,0.148982766
-0.120777257,-0.329600108,0.539832042,1.975186829
0.1060344,0.270984566,-1.334629065,-0.764119266
0.559657713,-0.329600108,-0.83477277,-0.764119266
1.739078327,0.270984566,-1.084700917,1.062084797
-0.891936889,-0.329600108,0.16493982,0.148982766
0.196759062,0.270984566,-0.459880548,0.148982766
-0.438313576,0.270984566,0.16493982,0.148982766
-0.891936889,-0.329600108,-0.709808696,1.062084797
-0.891936889,-0.930184781,0.414867968,1.062084797
2.011252315,-0.329600108,-1.334629065,-0.764119266
0.1060344,-0.329600108,0.039975747,-0.764119266
0.831831701,0.270984566,-1.334629065,0.148982766
-0.891936889,-0.930184781,0.664796115,1.062084797
0.015309737,0.871569239,0.914724263,1.062084797
-0.256864251,0.270984566,0.039975747,-0.764119266
-0.801212227,-0.329600108,1.16465241,1.062084797
-0.801212227,0.270984566,0.414867968,1.062084797
0.015309737,0.871569239,2.039400926,-0.764119266
-0.075414926,-0.329600108,0.039975747,1.062084797
-0.710487564,-0.930184781,-1.334629065,-0.764119266
0.922556363,0.871569239,-0.83477277,-0.764119266
-0.166139588,-0.329600108,-0.584844622,1.062084797
-0.982661552,-0.329600108,-0.83477277,0.148982766
-0.619762901,0.270984566,0.16493982,-0.764119266
0.46893305,-0.329600108,0.039975747,1.062084797
-0.075414926,0.270984566,0.039975747,-0.764119266
-0.166139588,-0.930184781,-0.209952401,-0.764119266
0.1060344,0.871569239,-0.084988327,-0.764119266
-1.118748546,0.270984566,0.789760189,1.062084797
-1.028023883,-0.329600108,1.789472779,0.148982766
-1.25483554,-0.930184781,0.914724263,1.975186829
-0.801212227,0.270984566,0.16493982,-0.764119266
-0.256864251,0.270984566,-0.459880548,-0.764119266
0.741107038,2.072738586,3.289041664,0.148982766
-0.075414926,-0.329600108,-0.709808696,-0.764119266
-1.164110877,-1.530769454,1.289616484,1.975186829
-0.801212227,0.270984566,1.664508705,0.148982766
-0.710487564,-0.329600108,1.16465241,1.062084797
-1.436284865,-1.530769454,2.789185369,1.975186829
-0.438313576,0.270984566,0.539832042,1.062084797
-0.801212227,-0.329600108,0.414867968,1.062084797
-0.801212227,-0.329600108,0.789760189,1.062084797
0.831831701,-0.329600108,-0.709808696,-0.764119266
0.741107038,2.072738586,0.414867968,-0.764119266
-0.982661552,-0.329600108,-0.459880548,1.062084797
-0.483675908,-0.930184781,-0.584844622,1.062084797
0.196759062,0.270984566,-0.209952401,-0.764119266
0.46893305,-0.329600108,-0.83477277,-0.764119266
0.287483725,-0.329600108,-1.209664991,-0.764119266
0.46893305,1.472153912,-1.209664991,-0.764119266
-0.347588914,0.871569239,0.789760189,-0.764119266
-0.529038239,0.871569239,-0.334916475,-0.764119266
0.287483725,0.270984566,-0.334916475,0.148982766
-0.982661552,-0.329600108,0.539832042,1.062084797
-0.982661552,-0.930184781,3.16407759,1.975186829
-1.527009528,-1.530769454,2.414293148,1.975186829
0.015309737,-0.329600108,-0.084988327,-0.764119266
-1.164110877,-0.930184781,0.16493982,1.062084797
-0.937299221,-0.329600108,1.914436853,1.975186829
-0.57440057,0.270984566,0.789760189,3.801390892
-0.438313576,0.270984566,2.164365,1.062084797
-1.481647196,-1.530769454,2.539257221,1.975186829
-1.028023883,-1.530769454,1.414580558,1.062084797
-0.529038239,-0.329600108,0.289903894,0.148982766
-0.619762901,0.270984566,1.414580558,-0.764119266
-0.982661552,-0.930184781,2.539257221,1.975186829
-1.345560202,-1.530769454,0.664796115,1.975186829
-1.481647196,-2.731938801,2.289329074,0.148982766
-1.481647196,-2.731938801,1.914436853,1.975186829
0.559657713,0.871569239,-1.334629065,-0.764119266
-0.075414926,-0.329600108,-1.334629065,-0.764119266
0.741107038,0.871569239,-1.334629065,-0.764119266
1.648353664,1.472153912,-1.084700917,-0.764119266
0.922556363,0.871569239,-1.334629065,-0.764119266
-0.937299221,-0.930184781,1.289616484,1.975186829
4.007194892,0.871569239,-0.084988327,-0.764119266
0.786469369,-0.329600108,0.039975747,-0.764119266
1.920527652,0.871569239,-0.83477277,-0.764119266
0.287483725,0.270984566,-1.334629065,0.148982766
1.285455014,-0.329600108,-1.334629065,-0.764119266
2.19270164,-0.329600108,0.039975747,0.148982766
2.737049616,0.871569239,-1.334629065,-0.764119266
0.559657713,0.270984566,-0.709808696,1.975186829
1.285455014,-0.329600108,-0.334916475,-0.764119266
4.460818206,3.273907932,-0.584844622,-0.764119266
1.557629002,0.871569239,-0.334916475,1.062084797
2.55560029,1.472153912,-0.959736843,-0.764119266
2.55560029,0.871569239,-0.959736843,-0.764119266
2.646324953,2.072738586,-0.83477277,-0.764119266
2.646324953,0.871569239,-0.959736843,-0.764119266
0.46893305,-0.329600108,-1.334629065,-0.764119266
2.55560029,0.871569239,-0.084988327,-0.764119266
1.104005688,-0.329600108,0.16493982,-0.764119266
0.378208387,-0.329600108,-1.334629065,-0.764119266
2.101976977,0.871569239,-0.209952401,-0.764119266
-0.120777257,-0.329600108,-1.084700917,1.062084797
0.1060344,-0.329600108,-1.084700917,1.062084797
-0.438313576,-0.329600108,0.039975747,1.975186829
1.648353664,0.270984566,-0.83477277,1.975186829
1.648353664,2.072738586,-1.334629065,-0.764119266
0.1060344,-0.329600108,-1.084700917,1.062084797
0.46893305,-0.329600108,-1.084700917,1.062084797
0.831831701,0.270984566,-1.084700917,0.148982766
1.648353664,1.472153912,-1.334629065,-0.764119266
-0.256864251,0.270984566,-1.209664991,1.062084797
1.376179676,1.472153912,-0.959736843,-0.764119266
0.831831701,0.270984566,-1.084700917,1.062084797
-0.075414926,0.270984566,-0.959736843,1.062084797
0.46893305,1.472153912,-1.334629065,-0.764119266
1.648353664,0.871569239,1.414580558,1.975186829
0.559657713,0.270984566,-0.084988327,1.062084797
-0.256864251,-0.329600108,-0.584844622,1.062084797
0.287483725,0.270984566,-0.459880548,-0.764119266
2.464875628,1.472153912,-0.584844622,-0.764119266
0.741107038,2.072738586,-0.459880548,0.148982766
0.741107038,2.072738586,-0.459880548,0.148982766
1.376179676,0.871569239,-1.334629065,-0.764119266
0.922556363,2.673323259,-0.459880548,0.148982766
0.559657713,-0.930184781,0.16493982,1.062084797
-0.256864251,-0.329600108,-1.334629065,1.975186829
-0.166139588,-0.329600108,-1.209664991,-0.764119266
0.650382375,2.072738586,-0.83477277,-0.764119266
0.922556363,2.072738586,-0.459880548,0.148982766
0.378208387,1.472153912,-0.709808696,-0.764119266
0.196759062,1.472153912,-0.334916475,-0.764119266
0.015309737,0.270984566,-0.83477277,-0.764119266
0.378208387,1.472153912,0.039975747,1.975186829
0.196759062,0.270984566,-0.334916475,-0.764119266
0.46893305,-0.329600108,-0.584844622,-0.764119266
-0.166139588,-0.329600108,-1.084700917,-0.764119266
-0.438313576,-0.329600108,-1.334629065,1.062084797
0.46893305,-0.329600108,1.289616484,1.975186829
-0.166139588,-0.329600108,-0.209952401,4.714492923
-0.347588914,-0.329600108,-0.959736843,1.975186829
-0.438313576,-0.329600108,0.414867968,1.062084797
0.196759062,2.072738586,-0.83477277,-0.764119266
-1.300197871,-1.530769454,1.289616484,0.148982766
0.1060344,-0.329600108,-0.83477277,1.062084797
-0.619762901,0.270984566,0.16493982,-0.764119266
-0.166139588,-0.329600108,-0.959736843,-0.764119266
-0.166139588,0.270984566,-0.83477277,-0.764119266
0.922556363,2.072738586,-0.459880548,-0.764119266
0.287483725,2.072738586,-0.83477277,-0.764119266
-0.166139588,-0.329600108,-1.084700917,-0.764119266
-0.166139588,-0.329600108,-1.334629065,-0.764119266
0.741107038,-0.329600108,-0.709808696,-0.764119266
1.194730351,2.673323259,-0.83477277,-0.764119266
0.015309737,0.270984566,-0.83477277,-0.764119266
1.648353664,2.673323259,-0.959736843,-0.764119266
0.922556363,2.673323259,-0.709808696,0.148982766
0.46893305,0.871569239,-1.334629065,-0.764119266
-0.529038239,-0.329600108,-1.084700917,1.062084797
-0.529038239,-0.329600108,-1.334629065,-0.764119266
-0.166139588,-0.329600108,-1.334629065,-0.764119266
0.196759062,0.270984566,-0.83477277,-0.764119266
-0.438313576,-0.329600108,0.289903894,0.148982766
0.559657713,0.270984566,-1.334629065,-0.764119266
-0.347588914,0.270984566,-1.084700917,-0.764119266
2.283426303,0.871569239,0.414867968,1.062084797
-0.347588914,-0.329600108,0.414867968,0.148982766
-0.801212227,-0.930184781,0.539832042,1.975186829
0.741107038,1.472153912,-0.83477277,-0.764119266
-0.256864251,-0.329600108,-1.334629065,-0.764119266
0.1060344,-0.329600108,-0.459880548,-0.764119266
0.287483725,0.270984566,-1.084700917,1.062084797
3.009223604,2.673323259,-0.959736843,-0.764119266
0.287483725,-0.329600108,0.664796115,0.148982766
0.196759062,-0.329600108,-1.334629065,1.062084797
1.194730351,-0.329600108,0.414867968,-0.764119266
-0.256864251,-0.329600108,1.914436853,-0.764119266
0.1060344,2.072738586,0.539832042,0.148982766
-0.256864251,0.871569239,0.16493982,1.975186829
-0.166139588,-0.930184781,-1.334629065,-0.764119266
0.015309737,0.270984566,-0.459880548,-0.764119266
0.287483725,2.072738586,-0.459880548,-0.764119266
1.648353664,-0.329600108,-1.209664991,-0.764119266
0.46893305,0.270984566,-1.334629065,-0.764119266
-0.166139588,-0.329600108,-1.334629065,-0.764119266
-0.302226582,0.270984566,0.289903894,1.975186829
0.559657713,2.072738586,-0.83477277,-0.764119266
0.015309737,0.270984566,2.039400926,-0.764119266
0.46893305,-0.329600108,-0.459880548,0.148982766
-0.619762901,-0.329600108,-1.334629065,-0.764119266
-0.438313576,-0.329600108,-0.959736843,-0.764119266
-0.438313576,-0.329600108,0.539832042,-0.764119266
-0.619762901,-0.329600108,0.289903894,1.062084797
-0.302226582,-0.329600108,0.914724263,1.975186829
0.287483725,-0.329600108,-0.459880548,0.148982766
-0.075414926,-0.329600108,1.789472779,-0.764119266
-0.075414926,-0.329600108,0.414867968,1.062084797
0.378208387,0.270984566,-0.959736843,-0.764119266
-0.710487564,-0.329600108,-1.334629065,-0.764119266
0.831831701,0.270984566,-1.334629065,-0.764119266
-0.347588914,-0.329600108,1.16465241,-0.764119266
-0.166139588,-0.329600108,-1.334629065,-0.764119266
0.015309737,0.270984566,-0.709808696,-0.764119266
-0.619762901,-0.329600108,-1.084700917,-0.764119266
-0.166139588,0.270984566,-0.83477277,-0.764119266
-0.166139588,-0.329600108,-1.084700917,-0.764119266
1.104005688,0.871569239,-0.584844622,0.148982766
0.015309737,0.270984566,-0.459880548,-0.764119266
0.741107038,0.871569239,-0.83477277,-0.764119266
1.285455014,2.673323259,-0.459880548,-0.764119266
-0.256864251,0.270984566,-1.334629065,-0.764119266
-0.166139588,-0.329600108,-1.334629065,-0.764119266
-0.347588914,-0.329600108,0.789760189,1.062084797
0.378208387,0.270984566,-1.334629065,-0.764119266
-0.166139588,0.270984566,-0.83477277,1.975186829
-0.256864251,-0.329600108,0.664796115,1.975186829
-0.438313576,-0.329600108,0.289903894,1.975186829
-0.256864251,-0.329600108,0.539832042,1.975186829
0.46893305,-0.329600108,-0.334916475,-0.764119266
0.1060344,0.871569239,-0.709808696,-0.764119266
0.46893305,0.270984566,-0.83477277,-0.764119266
0.378208387,-0.329600108,-0.83477277,-0.764119266
0.015309737,0.871569239,-0.709808696,-0.764119266
0.378208387,0.270984566,-0.459880548,0.148982766
0.46893305,0.270984566,-0.584844622,-0.764119266
0.015309737,0.871569239,-0.959736843,-0.764119266
0.831831701,1.472153912,-0.83477277,-0.764119266
0.741107038,2.072738586,-0.83477277,-0.764119266
0.1060344,0.270984566,-1.334629065,-0.764119266
0.1060344,-0.329600108,-0.959736843,1.062084797
-0.347588914,0.270984566,-1.334629065,-0.764119266
-0.166139588,-0.329600108,-1.334629065,-0.764119266
0.196759062,0.270984566,-1.334629065,-0.764119266
-0.710487564,0.270984566,-0.83477277,-0.764119266
-0.166139588,0.270984566,-1.334629065,-0.764119266
-0.982661552,0.270984566,1.414580558,1.975186829
0.015309737,0.270984566,-1.334629065,-0.764119266
0.1060344,-0.329600108,-0.584844622,0.148982766
-0.529038239,0.270984566,-1.334629065,-0.764119266
0.1060344,-0.329600108,-1.334629065,-0.764119266
0.196759062,-0.329600108,-0.83477277,-0.764119266
-0.619762901,-0.329600108,2.039400926,-0.764119266
-0.166139588,-0.329600108,-0.83477277,-0.764119266
0.1060344,-0.329600108,-0.334916475,1.975186829
-0.619762901,1.472153912,-1.334629065,-0.764119266
0.922556363,1.472153912,-0.959736843,-0.764119266
0.46893305,0.270984566,-0.459880548,-0.764119266
0.378208387,0.270984566,1.289616484,-0.764119266
0.1060344,-0.329600108,-0.459880548,-0.764119266
-0.438313576,-0.329600108,-0.83477277,-0.764119266
-0.256864251,0.270984566,0.539832042,1.975186829
0.46893305,0.270984566,-0.959736843,-0.764119266
0.015309737,0.270984566,-0.709808696,-0.764119266
0.015309737,0.871569239,-0.83477277,-0.764119266
-0.166139588,0.270984566,1.664508705,-0.764119266
0.831831701,2.072738586,-0.83477277,-0.764119266
0.287483725,2.072738586,-0.584844622,-0.764119266
0.015309737,0.270984566,1.289616484,-0.764119266
-0.166139588,0.270984566,1.664508705,-0.764119266
-0.166139588,-0.329600108,-0.209952401,-0.764119266
-0.529038239,-0.329600108,-0.334916475,-0.764119266
-0.166139588,-0.329600108,0.039975747,1.062084797
0.060672068,-0.329600108,1.539544631,1.062084797
-0.619762901,-0.329600108,1.789472779,-0.764119266
-0.256864251,0.270984566,0.16493982,1.975186829
0.015309737,-0.329600108,-0.084988327,1.062084797
-0.166139588,-0.329600108,-1.084700917,-0.764119266
-0.529038239,-0.329600108,1.539544631,-0.764119266
-0.529038239,-0.329600108,1.789472779,1.975186829
-0.347588914,-0.329600108,1.539544631,-0.764119266
-0.256864251,-0.329600108,0.289903894,1.975186829
0.196759062,-0.329600108,-0.83477277,-0.764119266
0.196759062,0.270984566,0.039975747,1.975186829
-0.710487564,-0.329600108,0.039975747,-0.764119266
-0.619762901,-0.329600108,0.789760189,1.062084797
0.015309737,-0.329600108,-0.959736843,-0.764119266
-0.166139588,0.270984566,-0.83477277,-0.764119266
2.55560029,0.270984566,-0.709808696,-0.764119266
0.922556363,2.072738586,-0.83477277,-0.764119266
0.196759062,0.270984566,-0.334916475,-0.764119266
-0.438313576,-0.329600108,0.16493982,-0.764119266
-0.710487564,-0.329600108,1.039688336,0.148982766
-0.619762901,-0.329600108,-0.459880548,-0.764119266
0.46893305,1.472153912,-0.959736843,-0.764119266
-0.710487564,-0.329600108,1.789472779,-0.764119266
1.104005688,0.270984566,-1.334629065,-0.764119266
-0.256864251,-0.329600108,-1.334629065,-0.764119266
-0.529038239,-0.329600108,1.914436853,-0.764119266
0.46893305,0.270984566,0.16493982,-0.764119266
-0.710487564,-0.329600108,-1.084700917,1.062084797
0.1060344,0.270984566,-1.084700917,-0.764119266
-0.710487564,-0.329600108,1.039688336,-0.764119266
-0.166139588,-0.329600108,0.289903894,1.975186829
0.741107038,0.270984566,-1.084700917,0.148982766
0.196759062,-0.329600108,-0.584844622,1.062084797
1.285455014,-1.530769454,1.414580558,-0.764119266
-0.438313576,-0.329600108,-1.334629065,-0.764119266
-0.801212227,-0.329600108,1.664508705,-0.764119266
-0.347588914,-0.329600108,-1.084700917,1.062084797
1.104005688,-0.329600108,2.164365,1.975186829
0.741107038,0.270984566,-1.334629065,-0.764119266
-0.256864251,0.270984566,-1.334629065,-0.764119266
0.015309737,0.270984566,0.289903894,-0.764119266
-0.256864251,0.871569239,-0.084988327,-0.764119266
0.831831701,0.871569239,-1.209664991,-0.764119266
-0.075414926,0.270984566,1.914436853,-0.764119266
0.1060344,-0.329600108,-1.334629065,-0.764119266
-0.075414926,-0.329600108,0.039975747,1.975186829
-0.529038239,-0.329600108,-0.83477277,1.062084797
-0.438313576,-0.329600108,0.039975747,-0.764119266
-0.846574558,-0.329600108,0.664796115,1.975186829
-0.256864251,-0.329600108,0.289903894,1.975186829
-0.256864251,0.270984566,-1.334629065,-0.764119266
0.287483725,0.270984566,-0.459880548,1.062084797
-0.619762901,-0.930184781,-0.084988327,1.062084797
0.1060344,0.270984566,1.289616484,1.975186829
0.196759062,-0.329600108,-1.084700917,1.062084797
-1.118748546,-0.930184781,0.664796115,1.062084797
0.287483725,2.072738586,-1.334629065,-0.764119266
-0.256864251,-0.329600108,1.039688336,1.975186829
-0.166139588,-0.329600108,-1.084700917,-0.764119266
0.015309737,0.270984566,-0.83477277,-0.764119266
0.196759062,-0.329600108,-1.084700917,1.062084797
0.559657713,-0.329600108,0.414867968,1.062084797
-0.710487564,-0.329600108,-1.084700917,-0.764119266
-0.256864251,-0.329600108,-0.709808696,1.975186829
-0.347588914,0.270984566,0.039975747,-0.764119266
-0.619762901,-0.329600108,0.039975747,1.975186829
0.196759062,0.270984566,-1.084700917,-0.764119266
0.015309737,0.270984566,-0.83477277,-0.764119266
-0.347588914,-0.930184781,-0.334916475,1.975186829
-0.347588914,0.270984566,1.914436853,1.975186829
-0.347588914,0.270984566,-1.084700917,-0.764119266
-0.438313576,-0.329600108,0.039975747,-0.764119266
-0.846574558,0.871569239,0.039975747,1.975186829
-1.118748546,-2.131354128,-0.084988327,1.975186829
-0.438313576,0.270984566,-0.709808696,-0.764119266
-0.665125233,0.270984566,1.914436853,1.975186829
2.737049616,1.472153912,-0.084988327,-0.764119266
0.378208387,0.871569239,-0.709808696,1.062084797
0.922556363,0.871569239,1.289616484,1.975186829
0.741107038,2.072738586,1.039688336,1.975186829
-0.891936889,-0.329600108,0.914724263,0.148982766
-0.438313576,-0.930184781,2.539257221,1.975186829
-0.347588914,0.270984566,0.664796115,1.062084797
1.648353664,0.270984566,-1.334629065,-0.764119266
-1.118748546,-0.930184781,0.914724263,1.062084797
1.557629002,0.871569239,-1.334629065,-0.764119266
-1.073386215,-0.329600108,0.039975747,-0.764119266
0.287483725,1.472153912,-1.084700917,-0.764119266
-0.438313576,0.270984566,-0.83477277,-0.764119266
0.650382375,-0.329600108,2.664221295,-0.764119266
-0.982661552,-0.329600108,0.539832042,-0.764119266
